doi,title,authors_str,pub_date,journal,abstract,pmid,pmid_link,pmcid,pmcid_link,citation_count,s2_paper_id
10.1007/s11692-011-9126-7,Hybridization Promotes Evolvability in African Cichlids: Connections Between Transgressive Segregation and Phenotypic Integration,,,,,,,,,,c3202cc806616648574c9ddcea7d3c9428d70144
10.1002/TAX.595005,Homoploid hybrid speciation in action,,,,,,,,,,40e8a0839671c465079044505f459557164bace8
10.1073/pnas.1000133107,Natural hybridization generates mammalian lineage with species characteristics.,Peter A Larsen; María R Marchán-Rivadeneira; Robert J Baker,2010-06-22,Proceedings of the National Academy of Sciences of the United States of America,"Most diploid species arise from single-species ancestors. Hybrid origins of new species are uncommon (except among polyploids) and are documented infrequently in animals. Examples of natural hybridization leading to speciation in mammals are exceedingly rare. Here, we show a Caribbean species of bat (Artibeus schwartzi) has a nuclear genome derived from two nonsister but congeneric species (A. jamaicensis and A. planirostris) and a mitochondrial genome that is from a third extinct or uncharacterized congener. Artibeus schwartzi is self-sustaining, morphologically distinct, and exists in near geographic isolation of its known parent species. Island effects (i.e., area, reduced habitat variability, and geographic isolation) likely have restricted gene flow from parental species into the Caribbean populations of this hybrid lineage, thus contributing to local adaptation and isolation of this newly produced taxon. We hypothesize differential rates of the development of reproductive isolation within the genus and estimate that 2.5 million years was an insufficient amount of time for the development of postzygotic isolation among the three species that hybridized to produce A. schwartzi. Reticulated evolution thus has resulted in a genomic combination from three evolutionary lineages and a transgressive phenotype that is distinct from all other known species of Artibeus. The data herein further demonstrate the phenomenon of speciation by hybridization in mammals is possible in nature.",20534512,https://pubmed.ncbi.nlm.nih.gov/20534512/,PMC2895066,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2895066/,,24299afede0f608b179aba4fa4d63a4a7ec714f9
10.1098/rstb.2009.0283,Conspecific versus heterospecific gene exchange between populations of Darwin's finches.,Peter R Grant; B Rosemary Grant,2010-04-12,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences","This study addresses the extent and consequences of gene exchange between populations of Darwin's finches. Four species of ground finches (Geospiza) inhabit the small island of Daphne Major in the centre of the Galápagos archipelago. We undertook a study of microsatellite DNA variation at 16 loci in order to quantify gene flow within species owing to immigration and between species owing to hybridization. A combination of pedigrees of observed breeders and assignments of individuals to populations by the program Structure enabled us to determine the frequency of gene exchange and the island of origin of immigrants in some cases. The relatively large populations of Geospiza fortis and G. scandens receive conspecific immigrants at a rate of less than one per generation. They exchange genes more frequently by rare but repeated hybridization. Effects of heterospecific gene flow from hybridization are not counteracted by lower fitness of the offspring. As a result, the standing genetic variation of the two main resident populations on Daphne Major is enhanced to a greater extent by introgressive hybridization than through breeding with conspecific immigrants. Immigrant G. fuliginosa also breeds with G. fortis. Conspecific immigration was highest in the fourth species, G. magnirostris. This species is much larger than the other three and perhaps for this reason it has not bred with any of them. The source island of most immigrants is probably the neighbouring island of Santa Cruz. Evolutionary change may be inhibited in G. magnirostris by continuing gene flow, but enhanced in G. fortis and G. scandens by introgressive hybridization.",20194169,https://pubmed.ncbi.nlm.nih.gov/20194169/,PMC2830231,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2830231/,,ecb5e9c4c0beba5ec4bc8274496de580538701de
10.1371/journal.pone.0009490,FastTree 2--approximately maximum-likelihood trees for large alignments.,Morgan N Price; Paramvir S Dehal; Adam P Arkin,2010-03-10,PloS one,"BACKGROUND: We recently described FastTree, a tool for inferring phylogenies for alignments with up to hundreds of thousands of sequences. Here, we describe improvements to FastTree that improve its accuracy without sacrificing scalability.
METHODOLOGY/PRINCIPAL FINDINGS: Where FastTree 1 used nearest-neighbor interchanges (NNIs) and the minimum-evolution criterion to improve the tree, FastTree 2 adds minimum-evolution subtree-pruning-regrafting (SPRs) and maximum-likelihood NNIs. FastTree 2 uses heuristics to restrict the search for better trees and estimates a rate of evolution for each site (the ""CAT"" approximation). Nevertheless, for both simulated and genuine alignments, FastTree 2 is slightly more accurate than a standard implementation of maximum-likelihood NNIs (PhyML 3 with default settings). Although FastTree 2 is not quite as accurate as methods that use maximum-likelihood SPRs, most of the splits that disagree are poorly supported, and for large alignments, FastTree 2 is 100-1,000 times faster. FastTree 2 inferred a topology and likelihood-based local support values for 237,882 distinct 16S ribosomal RNAs on a desktop computer in 22 hours and 5.8 gigabytes of memory.
CONCLUSIONS/SIGNIFICANCE: FastTree 2 allows the inference of maximum-likelihood phylogenies for huge alignments. FastTree 2 is freely available at http://www.microbesonline.org/fasttree.",20224823,https://pubmed.ncbi.nlm.nih.gov/20224823/,PMC2835736,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2835736/,,d5677974ad0a645fbb71a6dc0355c54005239882
10.1016/j.tig.2009.12.001,Understanding the onset of hybrid speciation.,Arne W Nolte; Diethard Tautz,2010-02-01,Trends in genetics : TIG,"Natural hybridization between closely related taxa is a common phenomenon in both plants and animals. Hybridization has often been viewed as a destructive force that could erode established gene pools, but it is increasingly being recognized as a potentially creative force in evolution because it can lead to a mixture of novel genotypes, some of which have the potential for rapid adaptation to new environmental conditions. However, the evolutionary dynamics leading to the emergence of newly adapted gene pools after hybridization are largely unexplored. Here, we argue that the identification and analysis of the dynamic processes that occur after the first contact deserve specific attention, because this is the phase where hybrid speciation is most different from other forms of speciation.",20044166,https://pubmed.ncbi.nlm.nih.gov/20044166/,,,,51f1bdafa976dfd33d12c2bd753421d5ecc00375
10.1073/pnas.0911761106,The secondary contact phase of allopatric speciation in Darwin's finches.,Peter R Grant; B Rosemary Grant,2009-12-01,Proceedings of the National Academy of Sciences of the United States of America,"Speciation, the process by which two species form from one, involves the development of reproductive isolation of two divergent lineages. Here, we report the establishment and persistence of a reproductively isolated population of Darwin's finches on the small Galápagos Island of Daphne Major in the secondary contact phase of speciation. In 1981, an immigrant medium ground finch (Geospiza fortis) arrived on the island. It was unusually large, especially in beak width, sang an unusual song, and carried some Geospiza scandens alleles. We followed the fate of this individual and its descendants for seven generations over a period of 28 years. In the fourth generation, after a severe drought, the lineage was reduced to a single brother and sister, who bred with each other. From then on this lineage, inheriting unusual song, morphology, and a uniquely homozygous marker allele, was reproductively isolated, because their own descendants bred with each other and with no other member of the resident G. fortis population. These observations agree with some expectations of an ecological theory of speciation in that a barrier to interbreeding arises as a correlated effect of adaptive divergence in morphology. However, the important, culturally transmitted, song component of the barrier appears to have arisen by chance through an initial imperfect copying of local song by the immigrant. The study reveals additional stochastic elements of speciation, in which divergence is initiated in allopatry; immigration to a new area of a single male hybrid and initial breeding with a rare hybrid female.",19918081,https://pubmed.ncbi.nlm.nih.gov/19918081/,PMC2787178,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2787178/,,ba559c8b57bbd2e3c320a32780ee4c7ef7a56141
10.1101/gr.094052.109,Fast model-based estimation of ancestry in unrelated individuals.,David H Alexander; John Novembre; Kenneth Lange,2009-09-01,Genome research,"Population stratification has long been recognized as a confounding factor in genetic association studies. Estimated ancestries, derived from multi-locus genotype data, can be used to perform a statistical correction for population stratification. One popular technique for estimation of ancestry is the model-based approach embodied by the widely applied program structure. Another approach, implemented in the program EIGENSTRAT, relies on Principal Component Analysis rather than model-based estimation and does not directly deliver admixture fractions. EIGENSTRAT has gained in popularity in part owing to its remarkable speed in comparison to structure. We present a new algorithm and a program, ADMIXTURE, for model-based estimation of ancestry in unrelated individuals. ADMIXTURE adopts the likelihood model embedded in structure. However, ADMIXTURE runs considerably faster, solving problems in minutes that take structure hours. In many of our experiments, we have found that ADMIXTURE is almost as fast as EIGENSTRAT. The runtime improvements of ADMIXTURE rely on a fast block relaxation scheme using sequential quadratic programming for block updates, coupled with a novel quasi-Newton acceleration of convergence. Our algorithm also runs faster and with greater accuracy than the implementation of an Expectation-Maximization (EM) algorithm incorporated in the program FRAPPE. Our simulations show that ADMIXTURE's maximum likelihood estimates of the underlying admixture coefficients and ancestral allele frequencies are as accurate as structure's Bayesian estimates. On real-world data sets, ADMIXTURE's estimates are directly comparable to those from structure and EIGENSTRAT. Taken together, our results show that ADMIXTURE's computational speed opens up the possibility of using a much larger set of markers in model-based ancestry estimation and that its estimates are suitable for use in correcting for population stratification in association studies.",19648217,https://pubmed.ncbi.nlm.nih.gov/19648217/,PMC2752134,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2752134/,,20f6dda28b380eabb9c7bbb94063437dc735c63b
10.1111/j.1558-5646.2008.00599.x,Genetic distance between species predicts novel trait expression in their hybrids.,Rike Stelkens; Ole Seehausen,2009-04-01,Evolution; international journal of organic evolution,"Interspecific hybridization can generate transgressive hybrid phenotypes with extreme trait values exceeding the combined range of the parental species. Such variation can enlarge the working surface for natural selection, and may facilitate the evolution of novel adaptations where ecological opportunity exists. The number of quantitative trait loci fixed for different alleles in different species should increase with time since speciation. If transgression is caused by complementary gene action or epistasis, hybrids between more distant species should be more likely to display transgressive phenotypes. To test this prediction we collected data on transgression frequency from the literature, estimated genetic distances between the hybridizing species from gene sequences, and calculated the relationship between the two using phylogenetically controlled methods. We also tested if parental phenotypic divergence affected the occurrence of transgression. We found a highly significant positive correlation between transgression frequency and genetic distance in eudicot plants explaining 43% of the variance in transgression frequency. In total, 36% of the measured traits were transgressive. The predicted effect of time since speciation on transgressive segregation was unconfounded by the potentially conflicting effects of phenotypic differentiation between species. Our analysis demonstrates that the potential impact hybridization may have on phenotypic evolution is predictable from the genetic distance between species.",19220450,https://pubmed.ncbi.nlm.nih.gov/19220450/,,,,55a1b60959efb4caf07ab90f9b353ddbd264bc55
10.1111/j.1365-294x.2008.03898.x,Homoploid hybrid speciation in animals.,Jesús Mavárez; Mauricio Linares,2008-10-01,Molecular ecology,"Among animals, evidence for homoploid hybrid speciation (HHS, i.e. the creation of a hybrid lineage without a change in chromosome number) was limited until recently to the virgin chub, Gila seminuda, and some controversial data in support of hybrid status for the red wolf, Canis rufus. This scarcity of evidence, together with pessimistic attitudes among zoologists about the evolutionary importance of hybridisation, prompted the view that HHS is extremely rare among animals, especially as compared with plants. However, in recent years, the literature on animal HHS has expanded to include several new putative examples in butterflies, ants, flies and fishes. We argue that this evidence suggests that HHS is far more common than previously thought and use it to provide insights into some of the genetic and ecological aspects associated with this type of speciation among animals.",19378399,https://pubmed.ncbi.nlm.nih.gov/19378399/,,,,fab61fee89149dc04cb572f1dd6a708f11cb079a
10.1525/auk.2008.41008.3,How and Why Species Multiply,,,,,,,,,,9ffd7faed9326b7bd5a28d6a60299086126d3e45
10.1086/519795,PLINK: a tool set for whole-genome association and population-based linkage analyses.,Shaun Purcell; Benjamin Neale; Kathe Todd-Brown; Lori Thomas; Manuel A R Ferreira; David Bender; Julian Maller; Pamela Sklar; Paul I W de Bakker; Mark J Daly; Pak C Sham,2007-09-01,American journal of human genetics,"Whole-genome association studies (WGAS) bring new computational, as well as analytic, challenges to researchers. Many existing genetic-analysis tools are not designed to handle such large data sets in a convenient manner and do not necessarily exploit the new opportunities that whole-genome data bring. To address these issues, we developed PLINK, an open-source C/C++ WGAS tool set. With PLINK, large data sets comprising hundreds of thousands of markers genotyped for thousands of individuals can be rapidly manipulated and analyzed in their entirety. As well as providing tools to make the basic analytic steps computationally efficient, PLINK also supports some novel approaches to whole-genome data that take advantage of whole-genome coverage. We introduce PLINK and describe the five main domains of function: data management, summary statistics, population stratification, association analysis, and identity-by-descent estimation. In particular, we focus on the estimation and use of identity-by-state and identity-by-descent information in the context of population-based whole-genome studies. This information can be used to detect and correct for population stratification and to identify extended chromosomal segments that are shared identical by descent between very distantly related individuals. Analysis of the patterns of segmental sharing has the potential to map disease loci that contain multiple rare variants in a population-based linkage analysis.",17701901,https://pubmed.ncbi.nlm.nih.gov/17701901/,PMC1950838,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1950838/,,dbc447956c16e27cfb030e40552359d3c79bc690
10.1038/nature04738,Speciation by hybridization in Heliconius butterflies.,Jesús Mavárez; Camilo A Salazar; Eldredge Bermingham; Christian Salcedo; Chris D Jiggins; Mauricio Linares,2006-06-15,Nature,"Speciation is generally regarded to result from the splitting of a single lineage. An alternative is hybrid speciation, considered to be extremely rare, in which two distinct lineages contribute genes to a daughter species. Here we show that a hybrid trait in an animal species can directly cause reproductive isolation. The butterfly species Heliconius heurippa is known to have an intermediate morphology and a hybrid genome, and we have recreated its intermediate wing colour and pattern through laboratory crosses between H. melpomene, H. cydno and their F1 hybrids. We then used mate preference experiments to show that the phenotype of H. heurippa reproductively isolates it from both parental species. There is strong assortative mating between all three species, and in H. heurippa the wing pattern and colour elements derived from H. melpomene and H. cydno are both critical for mate recognition by males.",16778888,https://pubmed.ncbi.nlm.nih.gov/16778888/,,,,6ddd5a7245e73d47a71b8c08cf715d8a4f123f07
10.1038/nature03800,Host shift to an invasive plant triggers rapid animal hybrid speciation.,Dietmar Schwarz; Benjamin M Matta; Nicole L Shakir-Botteri; Bruce A McPheron,2005-07-28,Nature,"Speciation in animals is almost always envisioned as the split of an existing lineage into an ancestral and a derived species. An alternative speciation route is homoploid hybrid speciation in which two ancestral taxa give rise to a third, derived, species by hybridization without a change in chromosome number. Although theoretically possible it has been regarded as rare and hence of little importance in animals. On the basis of molecular and chromosomal evidence, hybridization is the best explanation for the origin of a handful of extant diploid bisexual animal taxa. Here we report the first case in which hybridization between two host-specific animals (tephritid fruitflies) is clearly associated with the shift to a new resource. Such a hybrid host shift presents an ecologically robust scenario for animal hybrid speciation because it offers a potential mechanism for reproductive isolation through differential adaptation to a new ecological niche. The necessary conditions for this mechanism of speciation are common in parasitic animals, which represent much of animal diversity. The frequency of homoploid hybrid speciation in animals may therefore be higher than previously assumed.",16049486,https://pubmed.ncbi.nlm.nih.gov/16049486/,,,,652b159338ca0ff3b5d9fd234bc464d20202f6b7
10.1093/jhered/esi026,The ecological genetics of homoploid hybrid speciation.,B L Gross; L H Rieseberg,2005-01-01,The Journal of heredity,"Our understanding of homoploid hybrid speciation has advanced substantially since this mechanism of species formation was codified 50 years ago. Early theory and research focused almost exclusively on the importance of chromosomal rearrangements, but it later became evident that natural selection, specifically ecological selection, might play a major role as well. In light of this recent shift, we present an evaluation of ecology's role in homoploid hybrid speciation, with an emphasis on the genetics underlying ecological components of the speciation process. We briefly review new theoretical developments related to the ecology of homoploid hybrid speciation; propose a set of explicit, testable questions that must be answered to verify the role of ecological selection in homoploid hybrid speciation; discuss published work with reference to these questions; and also report new data supporting the importance of ecological selection in the origin of the homoploid hybrid sunflower species Helianthus deserticola. Overall, theory and empirical evidence gathered to date suggest that ecological selection is a major factor promoting homoploid hybrid speciation, with the strongest evidence coming from genetic studies.",15618301,https://pubmed.ncbi.nlm.nih.gov/15618301/,PMC2517139,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2517139/,,89cf7a57a1e7f60d6711e7b314dcf79afbbe6246
10.1046/J.1095-8312.2002.00076.X,Simulating secondary contact in allopatric speciation: an empirical test of premating isolation,,,,,,,,,,6179b910cbbaff0c3e92330e582c2d95866ced38
10.1046/j.1365-2540.2001.00900.x,Heritability of morphological traits in Darwin's finches: misidentified paternity and maternal effects.,L F Keller; P R Grant; B R Grant; K Petren,2001-09-01,Heredity,"We studied the influence of extra-pair paternity on heritability estimates of morphological traits in a population of the Medium Ground Finch (Geospiza fortis) on Isla Daphne Major, Galápagos. Data from eight microsatellite loci were used to determine parentage. Six morphological traits measured on each finch were represented by two separate principal components analyses, one for the three bill measurements and one for the body size measurements. Heritabilities were calculated using weighted regressions of offspring on their parents and also offspring on their grandparents. We found that 20% of all offspring were extra-pair young but all offspring matched their mothers. Heritabilities derived from midparent-offspring regressions were all high and significantly different from zero. Removing all extra-pair young from the data set increased father-offspring regressions by an average of 21%, but mother-offspring resemblance still exceeded father-offspring resemblance by up to 42%. These results and grandparent-offspring regressions provide evidence for maternal effects, comparable in magnitude to those reported in other studies of wild birds.",11737279,https://pubmed.ncbi.nlm.nih.gov/11737279/,,,,b0eebc1f9f083098ff22d9db65803e3fd684783c
10.1038/sj.hdy.6886170,"Transgressive segregation, adaptation and speciation.",L H Rieseberg; M A Archer; R K Wayne,1999-10-01,Heredity,"The production of extreme or 'transgressive' phenotypes in segregating hybrid populations has been speculated to contribute to niche divergence of hybrid lineages. Here, we assess the frequency of transgressive segregation in hybrid populations, describe its genetic basis and discuss the factors that best predict its occurrence. From a survey of 171 studies that report phenotypic variation in segregating hybrid populations, we show that transgression is the rule rather than the exception. In fact, 155 of the 171 studies (91%) report at least one transgressive trait, and 44% of 1229 traits examined were transgressive. Transgression occurred most frequently in intraspecific crosses involving inbred, domesticated plant populations, and least frequently in interspecific crosses between outbred, wild animal species. Quantitative genetic studies of plant hybrids consistently point to the action of complementary genes as the primary cause of transgression, although overdominance and epistasis also contribute. Complementary genes appear to be common for most traits, with the possible exception of those with a history of disruptive selection. These results lend credence to the view that hybridization may provide the raw material for rapid adaptation and provide a simple explanation for niche divergence and phenotypic novelty often associated with hybrid lineages.",10583537,https://pubmed.ncbi.nlm.nih.gov/10583537/,,,,605a6133bf51f82ea2fad0c31df1c01e8b65cb27
10.1007/s100219900049,Compounded Perturbations Yield Ecological Surprises,,,,,,,,,,86870ac23c84ec73d1842aed174059b5eaf1f3b3
10.1038/375313A0,Hybrid speciation accompanied by genomic reorganization in wild sunflowers,,,,,,,,,,c64fe56b3dc35d6a6c0b351566f4ed6021d7276e
