doi,title,authors_str,pub_date,journal,abstract,pmid,pmid_link,pmcid,pmcid_link,citation_count,s2_paper_id
10.1098/rspb.2007.0224,Reproductive isolation of sympatric morphs in a population of Darwin's finches.,Huber SK; De León LF; Hendry AP; Bermingham E; Podos J,2007 Jul 22,Proc Biol Sci,,17504742,https://pubmed.ncbi.nlm.nih.gov/17504742/,PMC2493575,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2493575/,,
10.1098/rstb.2009.0321,Darwin's Galapagos finches in modern biology.,Abzhanov A,2010 Apr 12,Philos Trans R Soc Lond B Biol Sci,,20194163,https://pubmed.ncbi.nlm.nih.gov/20194163/,PMC2830240,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2830240/,,
10.1111/mec.14166,The adaptive genomic landscape of beak morphology in Darwin's finches.,Lawson LP; Petren K,2017 Oct,Mol Ecol,,28475225,https://pubmed.ncbi.nlm.nih.gov/28475225/,,,,
10.1098/rspb.2007.0898,"Pedigrees, assortative mating and speciation in Darwin's finches.",Grant PR; Grant BR,2008 Mar 22,Proc Biol Sci,,18211884,https://pubmed.ncbi.nlm.nih.gov/18211884/,PMC2596835,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2596835/,,
10.1126/science.1128374,Evolution of character displacement in Darwin's finches.,Grant PR; Grant BR,2006 Jul 14,Science,,16840700,https://pubmed.ncbi.nlm.nih.gov/16840700/,,,,
10.1073/pnas.1015115107,Songs of Darwin's finches diverge when a new species enters the community.,Grant BR; Grant PR,2010 Nov 23,Proc Natl Acad Sci U S A,,21048082,https://pubmed.ncbi.nlm.nih.gov/21048082/,PMC2996702,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2996702/,,
10.1126/science.1070315,Unpredictable evolution in a 30-year study of Darwin's finches.,Grant PR; Grant BR,2002 Apr 26,Science,,11976447,https://pubmed.ncbi.nlm.nih.gov/11976447/,,,,
10.1111/brv.12127,Sisyphean evolution in Darwin's finches.,McKay BD; Zink RM,2015 Aug,Biol Rev Camb Philos Soc,,25040800,https://pubmed.ncbi.nlm.nih.gov/25040800/,,,,
10.1111/j.1420-9101.2004.00857.x,Evolution of bite force in Darwin's finches: a key role for head width.,Herrel A; Podos J; Huber SK; Hendry AP,2005 May,J Evol Biol,,15842496,https://pubmed.ncbi.nlm.nih.gov/15842496/,,,,
10.1098/rspb.2008.1321,Disruptive selection in a bimodal population of Darwin's finches.,Hendry AP; Huber SK; De León LF; Herrel A; Podos J,2009 Feb 22,Proc Biol Sci,,18986971,https://pubmed.ncbi.nlm.nih.gov/18986971/,PMC2660944,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2660944/,,
10.1098/rstb.2009.0283,Conspecific versus heterospecific gene exchange between populations of Darwin's finches.,Grant PR; Grant BR,2010 Apr 12,Philos Trans R Soc Lond B Biol Sci,,20194169,https://pubmed.ncbi.nlm.nih.gov/20194169/,PMC2830231,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2830231/,,
10.1111/j.1365-294X.2012.05511.x,"Panmixia supports divergence with gene flow in Darwin's small ground finch, Geospiza fuliginosa, on Santa Cruz, Galápagos Islands.",Galligan TH; Donnellan SC; Sulloway FJ; Fitch AJ; Bertozzi T; Kleindorfer S,2012 May,Mol Ecol,,22404597,https://pubmed.ncbi.nlm.nih.gov/22404597/,,,,
10.1038/518147a,Darwin's finches join genome club.,Marsh G,2015 Feb 12,Nature,,25673391,https://pubmed.ncbi.nlm.nih.gov/25673391/,,,,
10.1111/j.1420-9101.2007.01449.x,A geometric morphometric appraisal of beak shape in Darwin's finches.,Foster DJ; Podos J; Hendry AP,2008 Jan,J Evol Biol,,18021202,https://pubmed.ncbi.nlm.nih.gov/18021202/,,,,
10.1098/rspb.2019.2290,Temporally varying disruptive selection in the medium ground finch (Geospiza fortis).,Beausoleil MO; Frishkoff LO; M'Gonigle LK; Raeymaekers JAM; Knutie SA; De León LF; Huber SK; Chaves JA; Clayton DH; Koop JAH; Podos J; Sharpe DMT; Hendry AP; Barrett RDH,2019 Dec 4,Proc Biol Sci,,31795872,https://pubmed.ncbi.nlm.nih.gov/31795872/,PMC6939253,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6939253/,,
10.1098/rstb.2009.0280,"Mechanical stress, fracture risk and beak evolution in Darwin's ground finches (Geospiza).",Soons J; Herrel A; Genbrugge A; Aerts P; Podos J; Adriaens D; de Witte Y; Jacobs P; Dirckx J,2010 Apr 12,Philos Trans R Soc Lond B Biol Sci,,20194171,https://pubmed.ncbi.nlm.nih.gov/20194171/,PMC2830229,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2830229/,,
10.1073/pnas.1813662115,Role of sexual imprinting in assortative mating and premating isolation in Darwin's finches.,Grant PR; Grant BR,2018 Nov 13,Proc Natl Acad Sci U S A,,30348758,https://pubmed.ncbi.nlm.nih.gov/30348758/,PMC6243256,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6243256/,,
10.1073/pnas.2000388117,Triad hybridization via a conduit species.,Grant PR; Grant BR,2020 Apr 7,Proc Natl Acad Sci U S A,,32213581,https://pubmed.ncbi.nlm.nih.gov/32213581/,PMC7148562,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148562/,,
10.1111/evo.12484,"The evolutionary history of Darwin's finches: speciation, gene flow, and introgression in a fragmented landscape.",Farrington HL; Lawson LP; Clark CM; Petren K,2014 Oct,Evolution,,24976076,https://pubmed.ncbi.nlm.nih.gov/24976076/,,,,
10.1093/sysbio/syy073,Species Limits and Phylogenomic Relationships of Darwin's Finches Remain Unresolved: Potential Consequences of a Volatile Ecological Setting.,Zink RM; Vázquez-Miranda H,2019 Mar 1,Syst Biol,,30371872,https://pubmed.ncbi.nlm.nih.gov/30371872/,,,,
10.1186/s40168-018-0555-8,The gut of the finch: uniqueness of the gut microbiome of the Galápagos vampire finch.,Michel AJ; Ward LM; Goffredi SK; Dawson KS; Baldassarre DT; Brenner A; Gotanda KM; McCormack JE; Mullin SW; O'Neill A; Tender GS; Uy JAC; Yu K; Orphan VJ; Chaves JA,2018 Sep 19,Microbiome,,30231937,https://pubmed.ncbi.nlm.nih.gov/30231937/,PMC6146768,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6146768/,,
10.1002/bies.201500079,Adaptive radiation of Darwin's finches revisited using whole genome sequencing.,Almén MS; Lamichhaney S; Berglund J; Grant BR; Grant PR; Webster MT; Andersson L,2016 Jan,Bioessays,,26606649,https://pubmed.ncbi.nlm.nih.gov/26606649/,,,,
10.1126/science.adj4478,Ecological speciation in Darwin's finches: Ghosts of finches future.,Podos J; Schroeder KM,2024 Oct 11,Science,,39388551,https://pubmed.ncbi.nlm.nih.gov/39388551/,,,,
10.1111/j.0014-3820.2004.tb01738.x,Convergent evolution of Darwin's finches caused by introgressive hybridization and selection.,Grant PR; Grant BR; Markert JA; Keller LF; Petren K,2004 Jul,Evolution,,15341160,https://pubmed.ncbi.nlm.nih.gov/15341160/,,,,
10.1016/j.cub.2005.08.014,Darwin's finches.,Grant PR; Grant BR,2005 Aug 23,Curr Biol,,16111928,https://pubmed.ncbi.nlm.nih.gov/16111928/,,,,
10.1111/j.1558-5646.1994.tb01313.x,PHENOTYPIC AND GENETIC EFFECTS OF HYBRIDIZATION IN DARWIN'S FINCHES.,Grant PR; Grant BR,1994 Apr,Evolution,,28568290,https://pubmed.ncbi.nlm.nih.gov/28568290/,,,,
10.1101/gr.212522.116,"Gene flow, ancient polymorphism, and ecological adaptation shape the genomic landscape of divergence among Darwin's finches.",Han F; Lamichhaney S; Grant BR; Grant PR; Andersson L; Webster MT,2017 Jun,Genome Res,,28442558,https://pubmed.ncbi.nlm.nih.gov/28442558/,PMC5453315,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5453315/,,
10.1111/j.1558-5646.2011.01297.x,Exploring possible human influences on the evolution of Darwin's finches.,De León LF; Raeymaekers JA; Bermingham E; Podos J; Herrel A; Hendry AP,2011 Aug,Evolution,,21790573,https://pubmed.ncbi.nlm.nih.gov/21790573/,,,,
10.1371/journal.pone.0226432,"An inter-island comparison of Darwin's finches reveals the impact of habitat, host phylogeny, and island on the gut microbiome.",Loo WT; Dudaniec RY; Kleindorfer S; Cavanaugh CM,2019,PLoS One,,31834908,https://pubmed.ncbi.nlm.nih.gov/31834908/,PMC6910665,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6910665/,,
10.1093/evolut/qpad160,The fitness landscape of a community of Darwin's finches.,Beausoleil MO; Carrión PL; Podos J; Camacho C; Rabadán-González J; Richard R; Lalla K; Raeymaekers JAM; Knutie SA; De León LF; Chaves JA; Clayton DH; Koop JAH; Sharpe DMT; Gotanda KM; Huber SK; Barrett RDH; Hendry AP,2023 Dec 2,Evolution,,37671423,https://pubmed.ncbi.nlm.nih.gov/37671423/,,,,
10.1038/s41559-020-1183-9,Female-biased gene flow between two species of Darwin's finches.,Lamichhaney S; Han F; Webster MT; Grant BR; Grant PR; Andersson L,2020 Jul,Nat Ecol Evol,,32367030,https://pubmed.ncbi.nlm.nih.gov/32367030/,,,,
10.1111/j.1469-7580.2011.01437.x,The head of the finch: the anatomy of the feeding system in two species of finches (Geospiza fortis and Padda oryzivora).,Genbrugge A; Herrel A; Boone M; Van Hoorebeke L; Podos J; Dirckx J; Aerts P; Dominique A,2011 Dec,J Anat,,21999913,https://pubmed.ncbi.nlm.nih.gov/21999913/,PMC3237877,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3237877/,,
10.1086/430331,Hybridization in the recent past.,Grant PR; Grant BR; Petren K,2005 Jul,Am Nat,,15937789,https://pubmed.ncbi.nlm.nih.gov/15937789/,,,,
10.1111/mec.13868,Population genomics fits the bill: genetics of adaptive beak variation in Darwin's finches.,Mundy NI,2016 Nov,Mol Ecol,,27785886,https://pubmed.ncbi.nlm.nih.gov/27785886/,,,,
10.1038/nature04843,The calmodulin pathway and evolution of elongated beak morphology in Darwin's finches.,Abzhanov A; Kuo WP; Hartmann C; Grant BR; Grant PR; Tabin CJ,2006 Aug 3,Nature,,16885984,https://pubmed.ncbi.nlm.nih.gov/16885984/,,,,
10.1186/1471-2164-14-95,Insights into the evolution of Darwin's finches from comparative analysis of the Geospiza magnirostris genome sequence.,Rands CM; Darling A; Fujita M; Kong L; Webster MT; Clabaut C; Emes RD; Heger A; Meader S; Hawkins MB; Eisen MB; Teiling C; Affourtit J; Boese B; Grant PR; Grant BR; Eisen JA; Abzhanov A; Ponting CP,2013 Feb 12,BMC Genomics,,23402223,https://pubmed.ncbi.nlm.nih.gov/23402223/,PMC3575239,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3575239/,,
10.1002/bies.20517,How to tweak a beak: molecular techniques for studying the evolution of size and shape in Darwin's finches and other birds.,Schneider RA,2007 Jan,Bioessays,,17187350,https://pubmed.ncbi.nlm.nih.gov/17187350/,,,,
10.1098/rspb.2006.3534,Possible human impacts on adaptive radiation: beak size bimodality in Darwin's finches.,Hendry AP; Grant PR; Rosemary Grant B; Ford HA; Brewer MJ; Podos J,2006 Aug 7,Proc Biol Sci,,16822748,https://pubmed.ncbi.nlm.nih.gov/16822748/,PMC1797601,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1797601/,,
10.1073/pnas.2107434118,Morphological ghosts of introgression in Darwin's finch populations.,Grant PR; Grant BR,2021 Aug 3,Proc Natl Acad Sci U S A,,34330836,https://pubmed.ncbi.nlm.nih.gov/34330836/,PMC8346875,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8346875/,,
10.1242/jeb.00770,Vocal mechanics in Darwin's finches: correlation of beak gape and song frequency.,Podos J; Southall JA; Rossi-Santos MR,2004 Feb,J Exp Biol,,14718504,https://pubmed.ncbi.nlm.nih.gov/14718504/,,,,
